기간,휘발유(95RON),휘발유(92RON),등유,경유(0.001%),경유(0.05%),고유황중유(180cst/3.5%),나프타
16년02월17일,43.22,40.11,40.36,39.67,38.22,23.27,33.1
16년02월18일,44.37,41.34,42.94,42.15,40.66,24.78,34.44
16년02월19일,43.65,40.61,42.73,41.97,40.44,24.05,34.23
16년02월20일,,,,,,,
16년02월21일,,,,,,,
16년02월22일,44.1,40.99,41.73,41.13,39.48,23.48,33.45
16년02월23일,44.24,41.19,41.78,41.17,39.53,23.59,33.87
16년02월24일,43.52,40.46,40.32,39.78,38.24,22.79,32.69
16년02월25일,45.37,42.12,41.45,40.74,39.31,23.41,34.23
16년02월26일,47.61,44.19,42.7,41.38,40.19,24.11,35.25
16년02월27일,,,,,,,
16년02월28일,,,,,,,
16년02월29일,46.3,43.22,42.53,41.3,40.09,23.81,34.79
16년03월01일,48.17,44.97,44.4,43.25,42.09,25.0,36.53
16년03월02일,47.75,44.23,44.59,43.48,42.34,24.97,36.22
16년03월03일,48.33,44.81,44.55,43.49,42.45,24.98,36.34
16년03월04일,48.56,44.95,44.57,43.52,42.62,25.05,36.45
16년03월05일,,,,,,,
16년03월06일,,,,,,,
16년03월07일,51.04,47.38,46.63,45.72,44.85,26.33,37.31
16년03월08일,52.47,48.83,48.23,47.26,46.4,27.28,37.54
16년03월09일,52.53,48.99,47.3,46.64,45.81,26.84,36.89
16년03월10일,54.24,50.76,48.82,48.16,47.28,27.79,38.21
16년03월11일,54.34,50.95,49.1,48.38,47.56,27.86,38.27
16년03월12일,,,,,,,
16년03월13일,,,,,,,
16년03월14일,53.48,50.12,48.34,47.76,46.82,27.41,37.64
16년03월15일,52.14,48.76,47.0,46.45,45.52,26.66,37.1
16년03월16일,52.43,49.1,47.15,46.61,45.65,26.78,37.71
16년03월17일,54.25,51.18,49.53,48.91,47.95,28.12,39.62
16년03월18일,55.08,52.15,50.5,49.44,48.39,27.98,39.6
16년03월19일,,,,,,,
16년03월20일,,,,,,,
16년03월21일,54.89,51.77,50.16,49.12,48.06,27.78,39.72
16년03월22일,55.0,52.17,50.25,49.36,48.34,28.89,41.03
16년03월23일,55.85,53.04,50.32,49.43,48.52,28.71,41.76
16년03월24일,54.4,51.59,48.94,48.12,47.19,27.93,40.62
16년03월25일,,,,,,,
16년03월26일,,,,,,,
16년03월27일,,,,,,,
16년03월28일,55.24,52.45,49.27,48.43,47.5,28.1,41.66
16년03월29일,55.01,52.27,48.79,47.24,46.32,28.01,41.51
16년03월30일,54.56,51.82,47.71,45.93,45.08,27.84,42.17
16년03월31일,53.17,50.6,47.25,45.34,44.44,26.91,41.36
16년04월01일,52.34,49.62,47.27,46.03,44.78,27.71,41.6
16년04월02일,,,,,,,
16년04월03일,,,,,,,
16년04월04일,50.94,48.13,45.7,44.13,42.86,26.7,40.31
16년04월05일,50.66,47.68,45.49,44.07,42.68,25.61,39.24
16년04월06일,51.14,48.28,45.56,44.26,42.73,26.2,39.66
16년04월07일,52.58,49.6,47.23,46.39,44.89,27.53,41.09
16년04월08일,53.38,50.35,47.44,46.74,45.12,27.66,41.27
16년04월09일,,,,,,,
16년04월10일,,,,,,,
16년04월11일,54.56,51.51,48.09,47.6,46.01,29.15,42.04
16년04월12일,56.28,53.25,49.3,49.38,47.71,29.74,42.97
16년04월13일,55.96,52.91,50.36,50.6,48.84,29.81,43.19
16년04월14일,55.13,52.34,49.85,50.02,48.35,29.48,42.68
16년04월15일,54.37,51.11,49.52,49.69,48.02,29.27,42.39
16년04월16일,,,,,,,
16년04월17일,,,,,,,
16년04월18일,51.97,48.6,47.57,47.85,46.14,28.14,40.75
16년04월19일,52.71,49.32,49.21,49.63,48.14,29.09,42.15
16년04월20일,53.06,49.83,49.1,49.48,48.04,29.01,42.06
16년04월21일,55.43,52.14,51.85,52.95,51.68,31.18,43.18
16년04월22일,55.57,52.24,51.6,52.35,51.15,30.89,43.24
16년04월23일,,,,,,,
16년04월24일,,,,,,,
16년04월25일,55.45,52.18,51.44,52.21,50.97,30.81,43.13
16년04월26일,56.64,53.44,51.7,52.67,51.33,31.28,43.29
16년04월27일,58.84,55.64,53.66,54.55,53.43,33.22,44.99
16년04월28일,58.6,55.59,53.79,54.52,53.41,33.68,43.9
16년04월29일,59.47,56.5,55.58,55.95,54.89,34.62,45.1
16년04월30일,,,,,,,
16년05월01일,,,,,,,
16년05월02일,,,,,,,
16년05월03일,57.25,54.09,53.17,53.59,52.53,33.13,43.0
16년05월04일,56.04,52.8,51.87,52.46,51.21,32.74,42.02
16년05월05일,56.42,53.14,52.3,53.29,52.03,33.01,42.21
16년05월06일,56.35,52.83,52.08,53.13,51.83,32.86,41.97
16년05월07일,,,,,,,
16년05월08일,,,,,,,
16년05월09일,56.83,53.57,52.79,53.86,52.57,33.32,42.57
16년05월10일,55.08,51.6,50.83,52.05,50.72,32.07,41.19
16년05월11일,56.14,52.21,52.01,53.41,52.2,32.97,41.78
16년05월12일,59.84,55.9,54.31,56.15,54.83,35.11,44.73
16년05월13일,58.71,55.5,53.9,55.56,54.31,34.74,44.33
16년05월14일,,,,,,,
16년05월15일,,,,,,,
16년05월16일,59.98,57.0,55.0,56.59,55.42,35.39,45.18
16년05월17일,60.39,57.42,56.25,57.24,56.06,35.32,45.94
16년05월18일,61.01,58.02,56.79,57.48,56.18,34.87,45.63
16년05월19일,60.02,57.02,56.1,57.01,55.7,34.25,44.5
16년05월20일,60.93,58.02,57.04,57.94,56.64,35.37,45.29
16년05월21일,,,,,,,
16년05월22일,,,,,,,
16년05월23일,60.44,57.53,57.12,57.91,56.57,35.03,44.58
16년05월24일,60.63,57.68,56.76,57.63,56.18,34.81,44.69
16년05월25일,61.41,58.54,58.11,58.93,57.47,35.32,45.35
16년05월26일,61.25,58.37,58.05,58.69,57.41,35.45,45.28
16년05월27일,60.24,57.26,57.26,57.66,56.43,34.66,44.24
16년05월28일,,,,,,,
16년05월29일,,,,,,,
16년05월30일,60.75,57.82,57.81,58.19,56.98,35.1,44.43
16년05월31일,61.34,58.38,58.36,58.76,57.53,35.54,44.62
16년06월01일,60.17,57.45,57.82,58.35,57.01,34.72,44.32
16년06월02일,60.88,58.27,58.47,59.27,58.1,35.36,45.83
16년06월03일,60.51,57.97,58.65,59.67,58.54,35.95,45.69
16년06월04일,,,,,,,
16년06월05일,,,,,,,
16년06월06일,59.89,57.45,58.16,59.16,58.07,35.99,45.27
16년06월07일,59.23,56.73,58.63,59.55,58.54,36.4,45.24
16년06월08일,60.09,57.01,60.04,61.03,59.97,37.92,46.28
16년06월09일,62.0,59.09,60.72,62.11,61.17,37.8,46.97
16년06월10일,61.04,58.29,59.87,60.99,60.01,37.56,46.32
16년06월11일,,,,,,,
16년06월12일,,,,,,,
16년06월13일,59.42,56.52,58.48,59.3,58.51,36.68,44.94
16년06월14일,58.1,55.66,58.33,58.69,57.9,35.93,44.56
16년06월15일,57.32,54.7,58.24,58.81,57.92,35.84,44.47
16년06월16일,56.75,54.2,57.12,57.65,56.71,35.4,44.45
16년06월17일,56.78,54.47,56.33,56.74,55.71,35.32,44.11
16년06월18일,,,,,,,
16년06월19일,,,,,,,
16년06월20일,58.83,56.61,59.07,59.59,58.56,37.27,45.96
16년06월21일,59.86,57.37,58.99,59.51,58.5,37.48,46.13
16년06월22일,60.75,58.16,59.59,60.01,59.07,38.42,46.78
16년06월23일,59.91,57.33,58.56,59.14,58.15,37.96,46.18
16년06월24일,57.81,55.87,56.99,57.73,56.77,37.12,45.13
16년06월25일,,,,,,,
16년06월26일,,,,,,,
16년06월27일,57.75,55.41,56.85,57.5,56.63,37.02,44.76
16년06월28일,57.17,54.46,56.39,57.06,56.37,37.3,44.25
16년06월29일,57.68,54.98,57.75,58.46,57.74,39.31,44.98
16년06월30일,58.09,55.38,58.6,59.61,58.9,40.14,44.94
16년07월01일,56.03,53.41,57.35,58.4,57.75,38.95,44.53
16년07월02일,,,,,,,
16년07월03일,,,,,,,
16년07월04일,57.6,54.79,58.93,60.03,59.36,39.71,45.73
16년07월05일,55.61,52.82,56.86,57.67,57.09,38.3,44.04
16년07월06일,,,,,,,
16년07월07일,54.05,51.31,57.53,58.36,57.86,39.07,44.28
16년07월08일,50.08,48.54,55.8,56.33,55.83,37.8,42.47
16년07월09일,,,,,,,
16년07월10일,,,,,,,
16년07월11일,50.14,47.85,55.9,56.29,55.78,37.63,41.77
16년07월12일,51.9,49.55,55.81,56.34,55.74,38.11,42.57
16년07월13일,51.77,49.48,55.97,56.53,56.0,38.67,42.35
16년07월14일,51.67,49.47,54.13,54.78,54.17,38.0,41.44
16년07월15일,52.41,50.18,54.01,54.48,53.85,38.29,
16년07월16일,,,,,,,
16년07월17일,,,,,,,
16년07월18일,53.19,50.93,54.91,54.96,54.25,38.41,42.98
16년07월19일,51.9,49.63,53.62,53.95,53.26,37.45,41.9
16년07월20일,51.02,48.43,53.54,55.03,54.32,36.85,41.62
16년07월21일,51.48,49.18,55.11,55.33,54.75,37.26,41.64
16년07월22일,50.37,48.04,53.41,53.56,52.94,36.36,40.14
16년07월23일,,,,,,,
16년07월24일,,,,,,,
16년07월25일,50.95,48.26,53.43,53.68,52.96,36.46,40.36
16년07월26일,49.51,46.82,51.64,51.76,51.04,35.21,39.46
16년07월27일,50.2,47.6,51.49,51.79,51.09,35.18,38.45
16년07월28일,48.92,46.32,50.68,50.98,50.29,34.42,37.93
16년07월29일,47.64,45.02,50.27,50.62,49.89,33.45,36.87
16년07월30일,,,,,,,
16년07월31일,,,,,,,
16년08월01일,48.69,46.09,49.51,49.79,49.11,34.23,37.63
16년08월02일,48.22,45.71,48.62,48.93,48.28,32.74,36.37
16년08월03일,47.82,45.4,48.27,48.61,47.91,32.45,36.1
16년08월04일,49.36,47.18,49.13,49.44,48.78,33.92,37.44
16년08월05일,50.12,47.82,49.98,50.38,49.69,34.62,36.82
16년08월06일,,,,,,,
16년08월07일,,,,,,,
16년08월08일,50.8,48.49,50.02,50.83,50.15,34.88,37.57
16년08월09일,,,,,,,
16년08월10일,49.34,47.14,50.47,51.2,50.5,34.73,37.12
16년08월11일,49.36,46.73,49.9,50.55,49.86,33.96,37.55
16년08월12일,52.72,50.09,52.89,53.5,52.79,36.0,38.52
16년08월13일,,,,,,,
16년08월14일,,,,,,,
16년08월15일,53.73,51.24,54.45,55.23,54.53,37.23,39.02
16년08월16일,55.89,53.0,55.39,56.08,55.48,38.3,40.29
16년08월17일,55.66,52.8,55.35,56.04,55.44,38.95,40.73
16년08월18일,57.74,54.77,57.03,57.6,57.02,39.99,42.92
16년08월19일,58.03,55.03,57.66,58.3,57.77,40.51,42.88
16년08월20일,,,,,,,
16년08월21일,,,,,,,
16년08월22일,57.79,54.89,57.3,57.96,57.41,40.38,42.52
16년08월23일,56.56,53.69,55.84,56.56,56.05,39.1,42.07
16년08월24일,57.15,54.52,56.24,56.96,56.4,39.41,42.39
16년08월25일,57.76,54.92,56.01,56.5,56.06,39.09,41.92
16년08월26일,58.92,55.68,56.38,56.76,56.31,39.86,42.89
16년08월27일,,,,,,,
16년08월28일,,,,,,,
16년08월29일,59.8,57.06,55.83,56.35,55.88,39.79,42.09
16년08월30일,59.26,56.31,56.69,56.84,56.34,40.55,42.36
16년08월31일,57.38,54.28,55.48,55.58,55.13,39.72,40.45
16년09월01일,56.49,53.72,53.96,53.94,53.42,38.48,39.88
16년09월02일,55.24,52.31,52.54,52.38,51.92,37.46,39.53
16년09월03일,,,,,,,
16년09월04일,,,,,,,
16년09월05일,58.0,55.02,55.63,55.56,55.08,40.04,42.06
16년09월06일,56.92,54.12,54.22,54.49,53.98,39.43,41.21
16년09월07일,57.29,54.73,54.52,54.94,54.48,39.31,42.05
16년09월08일,59.59,57.04,55.87,56.23,55.84,40.29,43.11
16년09월09일,60.54,57.99,56.74,57.06,56.72,40.92,43.81
16년09월10일,,,,,,,
16년09월11일,,,,,,,
16년09월12일,,,,,,,
16년09월13일,58.35,55.62,54.79,55.06,54.67,39.06,41.93
16년09월14일,58.15,55.08,54.58,54.9,54.46,39.1,41.59
16년09월15일,57.47,54.42,53.0,53.44,52.99,37.82,40.61
16년09월16일,58.34,54.88,53.93,54.1,53.53,38.8,42.1
16년09월17일,,,,,,,
16년09월18일,,,,,,,
16년09월19일,58.16,55.74,54.22,54.51,53.84,39.13,42.63
16년09월20일,56.43,54.26,53.52,53.63,52.85,39.12,41.72
16년09월21일,57.59,55.72,55.04,55.1,54.34,40.06,43.4
16년09월22일,58.42,56.37,55.64,55.61,54.83,40.4,44.52
16년09월23일,58.56,55.87,55.66,55.89,55.11,40.32,44.1
16년09월24일,,,,,,,
16년09월25일,,,,,,,
16년09월26일,57.09,54.5,54.22,54.57,53.69,39.25,43.12
16년09월27일,57.79,55.6,55.1,55.73,54.81,39.8,43.45
16년09월28일,58.41,55.31,54.39,55.08,54.16,39.14,42.38
16년09월29일,60.44,57.42,56.93,57.6,56.85,40.83,43.56
16년09월30일,60.15,56.94,57.77,58.29,57.7,40.52,43.05
16년10월01일,,,,,,,
16년10월02일,,,,,,,
16년10월03일,59.95,57.82,59.27,59.91,59.2,42.07,44.91
16년10월04일,60.25,57.86,58.68,59.18,58.48,40.99,44.58
16년10월05일,61.78,59.63,60.46,61.2,60.46,42.55,46.03
16년10월06일,61.01,58.57,60.42,61.0,60.28,42.6,46.2
16년10월07일,62.25,59.9,61.91,62.28,61.57,44.36,47.55
16년10월08일,,,,,,,
16년10월09일,,,,,,,
16년10월10일,61.45,59.01,60.65,61.11,60.36,43.43,46.43
16년10월11일,62.52,60.12,61.82,62.38,61.62,44.58,47.03
16년10월12일,63.09,60.68,61.91,62.77,62.09,44.4,46.93
16년10월13일,62.19,59.5,61.02,61.99,61.49,43.59,46.08
16년10월14일,63.82,60.63,61.94,62.55,62.13,44.55,47.76
16년10월15일,,,,,,,
16년10월16일,,,,,,,
16년10월17일,63.81,60.24,61.11,61.57,61.32,44.1,47.62
16년10월18일,63.96,60.52,61.16,61.57,61.31,44.17,48.01
16년10월19일,64.55,61.25,61.86,62.92,62.69,44.9,48.41
16년10월20일,64.59,61.23,61.42,62.21,62.06,44.96,48.44
16년10월21일,63.88,60.62,60.73,61.66,61.46,44.44,49.04
16년10월22일,,,,,,,
16년10월23일,,,,,,,
16년10월24일,64.84,61.79,61.48,62.41,62.22,44.99,49.68
16년10월25일,65.3,61.45,60.96,61.7,61.47,45.12,49.83
16년10월26일,63.26,60.05,60.42,61.02,60.82,44.3,48.54
16년10월27일,64.5,60.71,60.96,61.58,61.41,44.21,49.07
16년10월28일,63.63,60.29,60.88,61.74,61.48,43.9,48.29
16년10월29일,,,,,,,
16년10월30일,,,,,,,
16년10월31일,62.18,59.81,60.64,61.14,60.93,43.92,47.79
16년11월01일,63.33,60.87,59.32,60.61,60.4,43.04,48.23
16년11월02일,60.26,57.91,56.95,58.32,58.14,41.54,46.62
16년11월03일,59.47,57.16,56.15,57.52,57.33,41.81,46.84
16년11월04일,59.03,56.29,55.34,56.96,56.82,41.88,46.17
16년11월05일,,,,,,,
16년11월06일,,,,,,,
16년11월07일,58.45,55.56,55.11,56.0,55.92,41.63,45.74
16년11월08일,57.81,54.92,55.66,56.41,56.35,41.56,45.01
16년11월09일,57.49,54.69,55.45,56.07,56.03,41.02,45.34
16년11월10일,58.31,55.35,56.14,56.79,56.63,42.17,46.39
16년11월11일,57.86,55.23,55.38,55.95,55.87,41.1,46.41
16년11월12일,,,,,,,
16년11월13일,,,,,,,
16년11월14일,56.32,53.69,54.69,55.05,54.97,40.37,45.13
16년11월15일,56.34,53.74,54.37,54.87,54.75,40.56,44.9
16년11월16일,57.56,54.87,55.8,56.32,56.14,42.0,46.13
16년11월17일,57.77,55.36,55.74,55.98,55.83,42.21,46.54
16년11월18일,57.55,55.4,54.97,55.37,55.16,41.73,46.01
16년11월19일,,,,,,,
16년11월20일,,,,,,,
16년11월21일,59.65,57.45,57.4,57.43,57.19,43.61,47.18
16년11월22일,61.19,58.92,59.12,58.84,58.62,44.87,48.35
16년11월23일,61.26,58.73,59.11,59.05,58.7,44.87,48.05
16년11월24일,61.18,58.93,58.45,58.55,58.09,44.33,47.76
16년11월25일,60.69,58.39,58.41,58.48,58.0,44.59,47.74
16년11월26일,,,,,,,
16년11월27일,,,,,,,
16년11월28일,58.62,56.14,55.86,55.9,55.22,43.15,45.65
16년11월29일,59.98,57.58,57.97,57.63,56.91,44.52,46.89
16년11월30일,58.46,56.45,57.16,56.64,55.56,44.05,46.58
16년12월01일,62.0,59.89,60.37,60.24,59.11,47.6,49.39
16년12월02일,63.81,61.97,62.4,62.1,60.74,47.96,50.52
16년12월03일,,,,,,,
16년12월04일,,,,,,,
16년12월05일,65.07,63.01,63.31,63.17,61.94,48.67,50.9
16년12월06일,65.33,63.18,62.78,62.86,61.67,49.65,50.14
16년12월07일,64.39,62.59,62.11,62.08,60.96,49.12,49.48
16년12월08일,63.77,61.79,62.02,62.24,61.18,48.41,49.32
16년12월09일,65.35,62.96,63.13,63.15,62.08,49.36,49.86
16년12월10일,,,,,,,
16년12월11일,,,,,,,
16년12월12일,67.62,64.94,65.96,65.92,64.95,51.74,51.73
16년12월13일,66.41,63.63,64.73,64.54,63.65,50.29,50.53
16년12월14일,66.02,63.47,64.53,64.18,63.25,50.15,50.65
16년12월15일,66.08,63.6,63.6,63.51,62.33,49.88,50.87
16년12월16일,65.45,62.93,63.27,63.13,61.9,50.49,51.15
16년12월17일,,,,,,,
16년12월18일,,,,,,,
16년12월19일,67.26,64.23,65.25,65.37,64.26,51.59,51.9
16년12월20일,66.92,63.76,64.37,65.44,64.1,50.87,51.24
16년12월21일,68.87,65.35,65.26,65.67,64.29,51.06,52.03
16년12월22일,68.44,65.28,64.03,64.33,62.79,50.61,51.91
16년12월23일,68.12,65.77,64.26,64.57,63.06,50.55,52.0
16년12월24일,,,,,,,
16년12월25일,,,,,,,
16년12월26일,,,,,,,
16년12월27일,69.08,66.79,65.11,65.39,63.8,50.78,52.55
16년12월28일,69.37,67.16,66.57,66.91,65.34,51.76,53.46
16년12월29일,69.88,68.06,66.71,66.99,65.52,52.12,53.41
16년12월30일,69.84,67.81,66.43,66.92,65.51,52.06,53.45
16년12월31일,,,,,,,
17년01월01일,,,,,,,
17년01월02일,,,,,,,
17년01월03일,70.44,67.74,66.54,67.22,65.81,52.17,53.88
17년01월04일,70.06,67.18,65.71,66.76,65.43,51.98,53.54
17년01월05일,70.34,67.26,65.59,66.49,65.44,52.96,54.21
17년01월06일,70.06,67.1,66.26,66.93,65.94,53.13,54.84
17년01월07일,,,,,,,
17년01월08일,,,,,,,
17년01월09일,69.77,66.41,65.96,66.63,65.66,52.36,54.95
17년01월10일,68.37,64.93,64.54,65.12,64.26,50.85,54.42
17년01월11일,66.67,64.18,63.16,64.06,63.2,49.26,53.52
17년01월12일,68.99,66.39,65.38,66.02,65.21,51.0,56.52
17년01월13일,70.44,67.6,66.17,66.54,65.9,52.11,56.99
17년01월14일,,,,,,,
17년01월15일,,,,,,,
17년01월16일,69.89,66.75,65.53,65.75,65.16,51.75,55.05
17년01월17일,70.5,67.44,65.64,65.88,65.27,51.45,55.56
17년01월18일,70.28,67.81,65.11,66.4,65.74,51.37,55.93
17년01월19일,68.86,66.22,64.29,64.83,64.11,50.0,55.13
17년01월20일,68.65,65.94,63.92,64.6,63.87,49.4,55.4
17년01월21일,,,,,,,
17년01월22일,,,,,,,
17년01월23일,69.53,66.67,64.73,65.44,64.58,50.25,56.12
17년01월24일,69.91,67.28,65.12,65.98,65.1,49.93,56.66
17년01월25일,69.05,66.37,64.58,65.43,64.61,48.8,56.17
17년01월26일,69.23,66.78,64.89,66.28,65.43,49.59,56.22
17년01월27일,70.27,67.48,65.18,66.81,65.89,49.76,56.53
17년01월28일,,,,,,,
17년01월29일,,,,,,,
17년01월30일,,,,,,,
17년01월31일,69.37,66.63,64.33,65.75,64.77,47.88,56.06
17년02월01일,70.56,67.88,64.67,65.7,64.76,47.86,55.8
17년02월02일,71.76,68.85,66.3,67.25,66.32,48.81,56.86
17년02월03일,70.62,68.07,66.89,67.88,66.93,50.24,56.78
17년02월04일,,,,,,,
17년02월05일,,,,,,,
17년02월06일,71.19,68.59,66.9,67.94,66.96,49.9,57.23
17년02월07일,69.93,67.22,65.73,67.08,66.08,49.12,56.27
17년02월08일,68.99,66.24,64.89,66.38,65.39,48.53,55.15
17년02월09일,71.13,68.34,65.71,67.13,66.23,49.09,56.61
17년02월10일,71.62,68.88,66.16,67.44,66.67,49.28,56.9
17년02월11일,,,,,,,
17년02월12일,,,,,,,
17년02월13일,72.08,69.33,67.11,68.08,67.48,50.46,57.63
17년02월14일,71.11,68.36,66.02,67.05,66.45,49.58,57.64
17년02월15일,70.97,68.34,65.83,66.75,66.23,49.7,57.35
17년02월16일,70.71,68.59,66.3,67.22,66.7,50.47,57.45
17년02월17일,68.18,66.46,65.91,67.21,66.72,49.55,56.26
17년02월18일,,,,,,,
17년02월19일,,,,,,,
17년02월20일,68.98,67.2,66.35,67.66,67.22,49.77,56.23
17년02월21일,69.15,67.4,66.62,67.62,67.19,49.86,55.7
17년02월22일,67.19,65.41,66.46,67.53,67.18,49.4,54.56
17년02월23일,68.08,66.48,66.75,67.89,67.5,49.64,55.43
17년02월24일,68.47,66.42,66.58,67.6,67.26,49.61,55.24
17년02월25일,,,,,,,
17년02월26일,,,,,,,
17년02월27일,68.91,66.85,66.95,68.02,67.57,50.81,55.48
17년02월28일,,,,,,,
17년03월01일,66.77,64.8,65.95,67.47,67.28,49.93,54.54
17년03월02일,65.31,63.48,65.55,66.79,66.78,48.8,52.49
17년03월03일,65.03,62.98,64.49,65.9,65.78,48.47,52.39
17년03월04일,,,,,,,
17년03월05일,,,,,,,
17년03월06일,64.71,62.85,64.47,65.93,65.86,48.27,52.78
17년03월07일,66.52,64.35,65.31,66.62,66.55,49.15,52.99
17년03월08일,66.93,64.68,64.98,66.17,66.1,48.99,52.62
17년03월09일,65.56,63.4,63.01,64.49,64.39,47.93,51.05
17년03월10일,64.58,61.95,61.59,62.88,62.8,46.35,49.99
17년03월11일,,,,,,,
17년03월12일,,,,,,,
17년03월13일,63.21,60.52,60.41,61.83,61.74,45.41,49.26
17년03월14일,62.65,60.34,60.18,61.68,61.57,44.71,49.77
17년03월15일,62.34,60.64,60.5,61.99,61.86,44.8,50.23
17년03월16일,63.12,61.19,61.09,62.5,62.31,45.97,50.45
17년03월17일,62.92,60.72,60.43,61.71,61.54,45.34,49.99
17년03월18일,,,,,,,
17년03월19일,,,,,,,
17년03월20일,62.79,60.59,60.41,61.65,61.46,45.01,49.88
17년03월21일,63.8,61.6,60.97,62.14,61.94,45.04,50.21
17년03월22일,62.93,60.58,59.77,60.76,60.59,44.25,48.95
17년03월23일,63.29,60.94,59.87,60.61,60.42,44.36,48.89
17년03월24일,62.99,60.26,59.65,60.44,60.19,44.05,48.48
17년03월25일,,,,,,,
17년03월26일,,,,,,,
17년03월27일,62.79,60.01,59.51,60.52,60.16,43.84,48.51
17년03월28일,63.48,60.7,60.31,61.4,61.04,44.26,49.31
17년03월29일,64.68,61.9,61.33,62.33,62.0,44.92,50.19
17년03월30일,65.63,62.85,61.97,62.85,62.44,45.66,51.15
17년03월31일,66.34,63.33,62.35,63.14,62.73,46.14,51.02
17년04월01일,,,,,,,
17년04월02일,,,,,,,
17년04월03일,67.23,64.23,62.68,63.81,63.4,46.58,52.02
17년04월04일,66.89,63.92,61.98,62.95,62.64,46.27,51.75
17년04월05일,68.35,65.42,64.13,64.83,64.49,48.05,52.77
17년04월06일,67.97,64.91,63.99,64.78,64.39,47.93,52.24
17년04월07일,69.07,66.1,65.55,65.94,65.67,49.35,53.38
17년04월08일,,,,,,,
17년04월09일,,,,,,,
17년04월10일,68.51,65.61,65.24,66.05,65.69,49.26,53.63
17년04월11일,69.26,66.36,65.78,66.71,66.37,49.51,53.38
17년04월12일,70.05,67.57,66.49,67.47,67.13,49.91,54.03
17년04월13일,69.8,66.87,65.93,67.12,66.88,49.52,53.93
17년04월14일,,,,,,,
17년04월15일,,,,,,,
17년04월16일,,,,,,,
17년04월17일,68.92,66.38,65.49,66.59,66.38,49.15,53.37
17년04월18일,68.69,66.19,65.2,66.19,65.96,48.82,53.12
17년04월19일,68.69,66.11,65.29,66.18,65.94,49.15,52.85
17년04월20일,67.43,64.64,63.85,64.8,64.41,47.78,51.43
17년04월21일,68.37,64.94,63.34,64.56,64.1,47.45,51.44
17년04월22일,,,,,,,
17년04월23일,,,,,,,
17년04월24일,66.67,63.93,62.99,64.5,64.14,47.18,51.06
17년04월25일,65.87,63.0,62.09,63.66,63.2,46.51,50.33
17년04월26일,65.56,62.72,62.58,63.76,63.41,46.88,50.73
17년04월27일,64.31,61.28,61.17,63.02,62.7,46.33,49.74
17년04월28일,64.58,61.71,61.02,62.66,62.4,46.7,49.74
17년04월29일,,,,,,,
17년04월30일,,,,,,,
17년05월01일,,,,,,,
17년05월02일,,,,,,,
17년05월03일,63.27,60.1,59.32,60.88,60.51,46.32,47.9
17년05월04일,,,,,,,
17년05월05일,60.68,57.88,57.45,58.43,58.04,44.81,46.81
17년05월06일,,,,,,,
17년05월07일,,,,,,,
17년05월08일,,,,,,,
17년05월09일,62.88,59.77,58.34,59.53,59.26,45.4,47.07
17년05월10일,,,,,,,
17년05월11일,64.31,61.4,59.49,61.09,60.73,46.76,48.41
17년05월12일,63.13,60.26,58.63,59.7,59.29,46.08,47.25
17년05월13일,,,,,,,
17년05월14일,,,,,,,
17년05월15일,65.41,62.5,60.77,61.71,61.23,47.22,49.57
17년05월16일,64.91,61.99,60.9,61.6,61.12,47.62,49.46
17년05월17일,64.69,61.78,60.29,61.13,60.58,47.26,48.64
17년05월18일,64.95,62.04,60.97,62.17,61.29,48.04,48.54
17년05월19일,65.96,63.64,62.21,63.49,62.62,48.7,49.52
17년05월20일,,,,,,,
17년05월21일,,,,,,,
17년05월22일,66.81,64.49,63.25,64.46,63.59,48.75,50.26
17년05월23일,66.14,63.62,63.06,63.96,63.13,48.03,49.78
17년05월24일,66.99,64.47,64.01,64.79,63.98,49.18,50.31
17년05월25일,66.5,63.69,64.14,64.77,64.02,49.69,49.87
17년05월26일,64.71,62.02,61.67,62.27,61.43,47.38,47.86
17년05월27일,,,,,,,
17년05월28일,,,,,,,
17년05월29일,64.98,62.29,61.79,62.41,61.55,47.18,48.06
17년05월30일,64.91,62.22,61.66,62.32,61.33,47.05,48.11
17년05월31일,64.67,61.98,60.93,61.69,60.7,46.72,47.88
17년06월01일,64.42,62.05,60.6,61.37,60.37,46.77,48.13
17년06월02일,62.48,60.38,58.27,59.42,58.57,45.87,46.56
17년06월03일,,,,,,,
17년06월04일,,,,,,,
17년06월05일,62.76,60.59,58.36,59.48,59.7,46.62,46.62
17년06월06일,61.91,59.8,57.63,59.01,58.07,45.68,46.17
17년06월07일,62.5,60.02,57.73,59.17,58.25,46.09,45.96
17년06월08일,61.23,58.85,56.95,58.35,57.43,45.49,44.82
17년06월09일,60.69,58.19,56.44,57.68,56.86,45.31,44.56
17년06월10일,,,,,,,
17년06월11일,,,,,,,
17년06월12일,60.85,58.52,57.18,58.55,57.71,45.35,45.4
17년06월13일,60.56,58.14,57.33,58.8,57.98,45.65,45.62
17년06월14일,59.64,57.3,57.13,58.83,57.96,45.54,45.26
17년06월15일,57.74,55.4,56.43,57.55,56.84,44.54,44.18
17년06월16일,58.24,56.37,57.36,58.5,57.76,45.26,44.9
17년06월17일,,,,,,,
17년06월18일,,,,,,,
17년06월19일,58.16,55.95,56.57,58.15,57.35,44.99,44.3
17년06월20일,58.06,56.06,56.63,57.98,57.19,44.91,44.32
17년06월21일,56.79,54.64,55.58,56.71,55.97,44.19,43.52
