기간,휘발유(95RON),휘발유(92RON),등유,경유(0.001%),경유(0.05%),고유황중유(180cst/3.5%),나프타
17년06월22일,56.29,53.93,54.48,55.58,54.84,43.61,42.57
17년06월23일,58.23,55.35,55.12,56.28,55.54,43.97,42.89
17년06월24일,,,,,,,
17년06월25일,,,,,,,
17년06월26일,,,,,,,
17년06월27일,58.22,55.48,55.86,57.04,56.26,44.83,43.24
17년06월28일,58.06,55.12,56.41,57.97,57.12,45.09,43.28
17년06월29일,59.82,56.76,57.86,59.61,58.79,45.5,44.18
17년06월30일,59.57,56.37,57.91,59.71,58.9,45.99,44.35
17년07월01일,,,,,,,
17년07월02일,,,,,,,
17년07월03일,60.3,57.45,59.09,60.92,60.16,46.74,45.43
17년07월04일,61.14,58.29,59.97,62.19,61.3,46.59,45.65
17년07월05일,61.13,58.32,60.26,62.83,61.9,46.88,45.38
17년07월06일,60.46,58.11,59.59,61.84,61.14,46.03,44.63
17년07월07일,60.31,57.4,57.94,59.99,59.32,45.12,43.85
17년07월08일,,,,,,,
17년07월09일,,,,,,,
17년07월10일,59.51,56.69,57.16,58.91,58.3,44.6,43.42
17년07월11일,59.17,56.8,57.09,59.01,58.54,43.85,43.56
17년07월12일,60.99,58.38,58.98,60.59,60.16,45.45,44.55
17년07월13일,59.72,56.95,57.35,59.17,58.85,44.89,43.47
17년07월14일,60.57,57.58,58.42,60.31,60.03,45.78,44.16
17년07월15일,,,,,,,
17년07월16일,,,,,,,
17년07월17일,61.88,58.79,59.34,60.74,60.58,46.19,45.27
17년07월18일,61.24,58.26,58.93,60.25,60.06,45.52,45.08
17년07월19일,61.89,59.11,59.16,60.34,60.18,46.02,45.68
17년07월20일,63.34,60.65,60.89,62.3,62.03,47.15,46.36
17년07월21일,63.78,61.21,60.73,62.27,61.96,46.45,46.96
17년07월22일,,,,,,,
17년07월23일,,,,,,,
17년07월24일,61.4,58.69,59.1,60.6,60.27,45.24,45.28
17년07월25일,61.59,59.0,59.57,61.19,60.91,45.91,45.66
17년07월26일,63.32,60.64,61.67,63.21,62.9,47.16,47.19
17년07월27일,63.42,61.42,62.47,64.18,63.8,47.39,48.21
17년07월28일,65.19,62.53,62.99,64.46,64.06,47.27,49.13
17년07월29일,,,,,,,
17년07월30일,,,,,,,
17년07월31일,66.35,63.61,64.27,65.81,65.36,48.09,50.27
17년08월01일,67.07,64.25,64.61,66.13,65.7,48.4,51.37
17년08월02일,65.88,63.27,63.34,64.94,64.37,46.99,49.99
17년08월03일,66.29,63.46,63.96,65.3,64.74,47.29,50.54
17년08월04일,66.19,63.35,63.01,64.03,63.42,46.93,50.12
17년08월05일,,,,,,,
17년08월06일,,,,,,,
17년08월07일,66.8,64.19,63.42,64.42,63.52,47.7,50.47
17년08월08일,67.65,64.74,63.43,64.74,63.75,48.32,50.43
17년08월09일,,,,,,,
17년08월10일,67.91,65.0,63.99,65.54,64.51,48.31,50.89
17년08월11일,67.03,64.12,62.23,63.83,62.94,46.7,49.14
17년08월12일,,,,,,,
17년08월13일,,,,,,,
17년08월14일,67.49,64.59,63.0,64.65,63.85,48.3,49.92
17년08월15일,66.59,63.61,62.07,63.3,62.45,47.42,49.09
17년08월16일,67.22,64.21,62.36,63.63,62.73,46.78,49.31
17년08월17일,66.15,63.19,61.0,62.04,61.17,45.91,48.66
17년08월18일,67.22,64.69,61.78,62.77,61.92,46.54,49.7
17년08월19일,,,,,,,
17년08월20일,,,,,,,
17년08월21일,68.41,65.68,63.0,63.96,63.19,47.67,50.58
17년08월22일,67.56,65.14,61.9,62.98,62.29,46.99,50.1
17년08월23일,66.38,64.18,61.92,62.98,62.34,46.76,49.85
17년08월24일,67.87,64.95,63.07,64.36,63.81,47.32,50.59
17년08월25일,67.98,65.47,63.72,64.82,64.06,47.39,51.04
17년08월26일,,,,,,,
17년08월27일,,,,,,,
17년08월28일,68.96,65.74,63.72,64.9,64.05,47.37,51.36
17년08월29일,67.75,65.05,63.48,64.51,63.51,47.28,51.22
17년08월30일,69.81,67.2,64.8,65.37,64.37,47.52,51.71
17년08월31일,69.82,67.26,64.31,65.11,64.22,46.93,50.74
17년09월01일,,,,,,,
17년09월02일,,,,,,,
17년09월03일,,,,,,,
17년09월04일,70.41,67.69,65.64,66.73,66.16,48.02,51.91
17년09월05일,70.52,67.56,65.54,67.3,66.71,48.22,52.02
17년09월06일,70.97,67.75,66.69,68.42,67.82,49.4,53.28
17년09월07일,70.48,67.26,67.66,69.43,68.8,50.46,54.26
17년09월08일,71.04,67.83,68.19,69.96,69.34,50.11,54.66
17년09월09일,,,,,,,
17년09월10일,,,,,,,
17년09월11일,70.42,67.2,66.6,68.37,67.85,49.3,53.73
17년09월12일,70.24,67.02,66.02,67.58,67.21,49.15,53.8
17년09월13일,70.65,67.43,66.48,67.93,67.49,50.06,54.18
17년09월14일,70.89,67.76,67.6,68.94,68.5,51.41,54.16
17년09월15일,71.01,67.79,67.4,68.72,68.29,51.17,54.27
17년09월16일,,,,,,,
17년09월17일,,,,,,,
17년09월18일,71.18,68.11,68.06,68.96,68.3,51.54,55.15
17년09월19일,70.56,67.48,68.07,68.99,68.2,51.41,54.97
17년09월20일,69.86,66.95,68.09,69.3,68.32,51.32,54.67
17년09월21일,69.36,66.64,68.73,69.81,68.74,51.6,55.47
17년09월22일,69.82,67.11,69.26,70.15,68.82,51.41,55.88
17년09월23일,,,,,,,
17년09월24일,,,,,,,
17년09월25일,70.16,67.61,69.02,69.86,68.37,51.75,56.54
17년09월26일,71.81,69.31,70.69,71.44,70.08,51.95,57.8
17년09월27일,70.85,68.25,70.83,71.67,70.22,51.74,57.35
17년09월28일,69.96,67.27,70.56,71.5,70.02,51.73,56.96
17년09월29일,70.58,67.84,70.25,71.92,70.36,52.05,56.98
17년09월30일,,,,,,,
17년10월01일,,,,,,,
17년10월02일,69.2,66.43,69.0,71.05,69.4,51.44,56.2
17년10월03일,68.05,65.13,67.4,69.42,67.61,50.8,55.1
17년10월04일,67.85,65.0,66.2,68.45,66.55,50.16,54.5
17년10월05일,69.67,66.53,67.42,69.84,67.85,50.68,56.05
17년10월06일,70.09,67.33,68.03,70.56,68.65,51.64,57.03
17년10월07일,,,,,,,
17년10월08일,,,,,,,
17년10월09일,68.07,65.2,66.34,68.78,66.86,49.91,55.24
17년10월10일,68.94,66.07,66.09,68.94,66.98,50.15,55.54
17년10월11일,69.3,66.43,67.05,69.92,67.96,50.96,56.38
17년10월12일,69.5,66.63,67.18,69.79,67.88,51.32,56.88
17년10월13일,69.88,67.01,67.85,70.29,68.55,51.65,57.09
17년10월14일,,,,,,,
17년10월15일,,,,,,,
17년10월16일,71.14,68.28,68.59,70.9,69.16,52.31,57.86
17년10월17일,71.24,68.37,68.95,71.21,69.42,52.66,57.9
17년10월18일,,,,,,,
17년10월19일,70.33,67.72,67.84,69.91,68.24,51.78,57.35
17년10월20일,69.88,67.38,67.85,69.29,67.77,51.7,57.26
17년10월21일,,,,,,,
17년10월22일,,,,,,,
17년10월23일,70.21,67.71,69.03,70.42,68.91,52.68,58.48
17년10월24일,69.37,66.87,68.04,69.55,68.04,52.13,58.2
17년10월25일,71.02,68.52,69.44,70.75,69.53,52.85,59.44
17년10월26일,71.14,68.64,69.12,70.31,69.08,52.62,59.41
17년10월27일,71.92,69.33,70.36,71.4,70.24,53.29,60.46
17년10월28일,,,,,,,
17년10월29일,,,,,,,
17년10월30일,73.14,70.55,71.45,72.33,71.22,54.7,61.39
17년10월31일,72.72,70.01,71.31,72.24,71.16,55.32,61.42
17년11월01일,74.97,71.88,72.33,73.14,72.08,56.33,62.84
17년11월02일,73.48,70.9,71.04,71.61,70.46,55.19,62.07
17년11월03일,73.83,71.45,71.4,71.25,70.13,55.58,62.99
17년11월04일,,,,,,,
17년11월05일,,,,,,,
17년11월06일,75.77,72.93,73.41,72.84,71.77,57.29,64.16
17년11월07일,77.46,74.62,75.01,74.73,73.55,58.7,65.9
17년11월08일,76.68,73.91,74.48,74.01,72.76,57.31,64.85
17년11월09일,76.81,74.04,74.41,73.85,72.63,57.44,64.78
17년11월10일,77.34,74.57,74.99,74.55,73.32,58.01,65.63
17년11월11일,,,,,,,
17년11월12일,,,,,,,
17년11월13일,77.15,74.5,74.57,74.25,72.95,57.55,65.66
17년11월14일,76.05,73.72,74.33,74.32,73.02,57.13,65.39
17년11월15일,74.31,71.98,73.04,73.17,71.96,55.82,63.67
17년11월16일,74.55,72.21,73.72,74.0,73.0,56.34,64.22
17년11월17일,74.1,71.45,73.18,73.44,72.59,55.82,63.24
17년11월18일,,,,,,,
17년11월19일,,,,,,,
17년11월20일,75.39,72.84,74.52,74.72,74.04,56.64,63.92
17년11월21일,75.19,72.76,74.52,74.95,74.3,56.22,63.62
17년11월22일,76.05,73.42,75.17,75.57,74.96,56.6,64.43
17년11월23일,75.54,72.91,74.68,74.79,74.26,56.54,64.5
17년11월24일,76.12,73.74,75.44,75.36,74.82,56.73,65.21
17년11월25일,,,,,,,
17년11월26일,,,,,,,
17년11월27일,76.01,73.68,75.07,74.9,74.44,56.83,65.49
17년11월28일,76.57,73.96,74.97,75.15,74.65,56.39,65.47
17년11월29일,75.93,73.32,74.57,74.72,74.22,56.07,64.86
17년11월30일,75.64,73.17,74.01,74.05,73.45,56.15,64.33
17년12월01일,75.85,73.38,73.82,73.96,73.36,56.44,63.93
17년12월02일,,,,,,,
17년12월03일,,,,,,,
17년12월04일,75.51,73.04,74.55,74.71,74.11,56.59,64.38
17년12월05일,74.53,72.06,73.2,73.6,73.0,55.31,63.21
17년12월06일,74.9,72.57,74.07,74.58,73.88,55.2,64.01
17년12월07일,73.85,71.65,72.55,73.05,72.46,53.87,63.49
17년12월08일,74.76,72.56,74.0,74.54,73.93,54.4,64.75
17년12월09일,,,,,,,
17년12월10일,,,,,,,
17년12월11일,75.13,72.93,74.89,75.28,74.63,55.2,65.26
17년12월12일,77.37,75.1,76.7,77.24,76.61,57.07,66.34
17년12월13일,75.98,73.76,75.6,76.06,75.42,55.73,65.21
17년12월14일,74.37,72.49,74.02,74.77,74.17,55.21,64.2
17년12월15일,75.32,73.44,74.5,75.31,74.69,55.98,64.72
17년12월16일,,,,,,,
17년12월17일,,,,,,,
17년12월18일,74.93,73.05,74.69,75.29,74.7,56.33,64.05
17년12월19일,74.52,72.97,75.3,75.85,75.31,56.59,64.2
17년12월20일,75.0,72.98,75.71,76.23,75.82,56.72,64.42
17년12월21일,74.96,72.9,76.03,76.49,76.11,57.1,65.04
17년12월22일,75.41,73.35,76.27,76.86,76.36,57.35,65.55
17년12월23일,,,,,,,
17년12월24일,,,,,,,
17년12월25일,,,,,,,
17년12월26일,75.52,73.46,76.7,77.28,76.78,57.38,65.92
17년12월27일,76.46,74.4,78.56,78.81,78.24,58.45,67.03
17년12월28일,76.4,74.34,78.46,78.63,78.04,57.9,67.2
17년12월29일,76.43,74.6,79.4,79.33,78.68,58.08,67.6
17년12월30일,,,,,,,
17년12월31일,,,,,,,
18년01월01일,,,,,,,
18년01월02일,76.51,74.45,79.16,79.62,78.74,58.25,67.7
18년01월03일,75.38,73.45,78.85,79.55,78.57,57.77,66.5
18년01월04일,76.63,74.96,80.19,81.13,80.04,58.36,66.94
18년01월05일,76.62,74.94,79.58,80.88,79.62,58.2,66.55
18년01월06일,,,,,,,
18년01월07일,,,,,,,
18년01월08일,76.49,74.82,79.2,80.42,79.16,58.0,66.2
18년01월09일,77.42,75.75,79.36,80.44,79.25,58.48,66.9
18년01월10일,79.24,77.38,80.67,81.53,80.2,58.66,67.6
18년01월11일,78.89,77.03,80.87,81.67,80.21,58.75,66.35
18년01월12일,78.07,76.21,81.02,81.77,80.31,58.67,66.15
18년01월13일,,,,,,,
18년01월14일,,,,,,,
18년01월15일,79.22,77.22,81.65,82.29,80.93,59.16,66.81
18년01월16일,78.94,76.94,81.81,82.66,81.3,58.84,66.86
18년01월17일,78.29,76.43,81.21,82.15,80.82,58.17,66.1
18년01월18일,78.94,77.0,80.77,82.0,80.64,59.01,66.7
18년01월19일,78.67,76.56,80.08,81.12,79.86,58.74,66.15
18년01월20일,,,,,,,
18년01월21일,,,,,,,
18년01월22일,79.08,76.97,80.49,81.5,80.37,59.2,65.8
18년01월23일,79.35,77.1,81.05,81.98,81.13,59.01,65.3
18년01월24일,79.93,77.67,81.79,82.77,81.99,59.29,65.8
18년01월25일,80.72,78.78,83.27,84.27,83.54,60.59,66.35
18년01월26일,80.4,78.46,83.15,83.82,83.16,59.88,65.38
18년01월27일,,,,,,,
18년01월28일,,,,,,,
18년01월29일,81.78,79.27,83.56,84.34,83.62,59.96,65.24
18년01월30일,80.85,78.14,81.85,82.69,81.91,59.2,63.83
18년01월31일,80.01,77.18,81.43,82.06,81.28,59.13,63.69
18년02월01일,81.62,78.51,82.86,82.75,82.06,59.95,65.45
18년02월02일,82.84,79.83,84.41,83.64,82.93,60.07,65.65
18년02월03일,,,,,,,
18년02월04일,,,,,,,
18년02월05일,80.46,77.41,82.04,81.09,80.34,58.45,63.43
18년02월06일,78.75,76.08,81.58,80.16,79.49,58.2,62.43
18년02월07일,78.68,76.01,81.7,80.03,79.35,57.95,60.83
18년02월08일,76.55,73.6,79.03,77.6,76.95,56.03,59.63
18년02월09일,76.25,73.29,77.82,76.8,76.12,55.25,59.64
18년02월10일,,,,,,,
18년02월11일,,,,,,,
18년02월12일,75.3,72.36,76.53,75.47,74.8,54.93,58.9
18년02월13일,73.71,70.81,76.23,74.63,74.0,55.41,58.39
18년02월14일,73.09,70.1,75.5,73.57,72.92,55.17,58.34
18년02월15일,74.86,72.25,77.81,75.79,75.3,56.3,60.79
18년02월16일,,,,,,,
18년02월17일,,,,,,,
18년02월18일,,,,,,,
18년02월19일,75.57,72.76,78.61,76.72,76.28,56.85,60.91
18년02월20일,76.07,73.25,78.47,76.93,76.46,56.75,60.69
18년02월21일,74.84,72.02,78.31,76.25,75.78,55.69,59.75
18년02월22일,75.21,72.39,79.3,76.6,76.04,56.2,59.99
18년02월23일,76.13,73.37,81.46,77.87,77.31,57.14,61.22
18년02월24일,,,,,,,
18년02월25일,,,,,,,
18년02월26일,77.48,74.77,83.86,79.3,78.74,57.83,62.31
18년02월27일,77.76,75.05,83.18,79.69,79.14,57.47,62.54
18년02월28일,77.47,75.03,81.81,78.45,77.81,56.84,62.49
18년03월01일,76.29,73.68,80.17,76.43,75.9,55.81,61.58
18년03월02일,75.24,72.62,79.48,75.35,74.9,55.44,60.75
18년03월03일,,,,,,,
18년03월04일,,,,,,,
18년03월05일,75.85,73.24,79.5,76.1,75.7,56.01,61.88
18년03월06일,76.03,73.52,78.69,75.95,75.54,56.49,61.89
18년03월07일,75.88,73.15,78.73,76.34,75.81,56.24,61.49
18년03월08일,75.02,72.29,77.76,76.46,75.8,55.68,61.25
18년03월09일,74.33,71.51,76.84,76.0,75.32,55.3,60.27
18년03월10일,,,,,,,
18년03월11일,,,,,,,
18년03월12일,75.44,72.62,77.57,77.3,76.63,57.13,61.59
18년03월13일,75.19,72.37,76.74,76.64,76.01,56.78,60.66
18년03월14일,74.79,71.78,76.7,76.9,76.1,56.2,61.39
18년03월15일,75.37,72.57,76.33,77.23,76.46,56.22,62.05
18년03월16일,75.84,73.04,76.4,77.33,76.57,56.5,62.18
18년03월17일,,,,,,,
18년03월18일,,,,,,,
18년03월19일,76.63,73.83,77.26,78.12,77.38,56.76,62.46
18년03월20일,77.16,74.08,78.28,78.84,78.09,57.02,62.95
18년03월21일,78.44,75.06,79.24,79.69,78.94,57.27,63.62
18년03월22일,79.77,76.59,80.88,81.21,80.48,58.42,64.79
18년03월23일,80.48,77.07,80.81,81.03,80.27,58.62,65.2
18년03월24일,,,,,,,
18년03월25일,,,,,,,
18년03월26일,80.93,77.78,81.57,81.93,81.22,59.23,65.81
18년03월27일,80.71,77.71,82.22,82.62,81.88,58.67,65.83
18년03월28일,80.13,77.29,81.85,82.32,81.66,58.26,66.15
18년03월29일,80.48,77.64,81.94,82.36,81.7,58.04,66.83
18년03월30일,,,,,,,
18년03월31일,,,,,,,
18년04월01일,,,,,,,
18년04월02일,80.79,77.95,83.28,83.49,82.75,58.62,66.8
18년04월03일,79.02,76.18,82.13,81.85,81.16,57.83,65.4
18년04월04일,78.41,75.7,81.89,81.22,80.59,57.79,64.56
18년04월05일,79.5,76.38,81.8,81.13,80.48,59.23,64.87
18년04월06일,78.89,75.77,81.39,80.72,80.08,59.58,64.21
18년04월07일,,,,,,,
18년04월08일,,,,,,,
18년04월09일,78.5,75.38,81.21,80.58,79.97,59.35,63.78
18년04월10일,80.32,77.1,83.17,82.44,81.9,60.09,65.27
18년04월11일,80.81,77.59,84.95,83.7,83.19,59.98,66.2
18년04월12일,82.05,78.62,86.39,85.13,84.68,61.08,66.9
18년04월13일,82.22,78.69,86.27,84.89,84.5,61.4,67.46
18년04월14일,,,,,,,
18년04월15일,,,,,,,
18년04월16일,80.81,77.41,85.63,84.02,83.6,61.17,66.54
18년04월17일,80.76,77.59,85.3,83.91,83.43,60.99,66.2
18년04월18일,81.42,78.25,85.37,84.41,83.99,61.42,66.6
18년04월19일,82.7,79.72,87.0,86.38,85.95,62.9,67.97
18년04월20일,82.04,79.3,86.66,86.01,85.52,62.53,67.79
18년04월21일,,,,,,,
18년04월22일,,,,,,,
18년04월23일,83.14,80.19,87.01,85.96,85.46,62.13,67.63
18년04월24일,84.77,81.82,88.09,87.13,86.63,62.71,68.95
18년04월25일,83.31,80.49,87.64,86.37,85.64,62.08,68.81
18년04월26일,83.19,80.42,87.96,86.88,86.06,63.34,68.99
18년04월27일,84.19,81.22,87.97,87.21,86.45,63.79,69.65
18년04월28일,,,,,,,
18년04월29일,,,,,,,
18년04월30일,83.85,80.93,87.24,86.6,85.83,63.82,69.47
18년05월01일,,,,,,,
18년05월02일,83.29,80.71,87.18,86.64,85.77,65.04,69.85
18년05월03일,82.45,80.17,86.67,86.66,85.79,63.64,69.88
18년05월04일,82.19,80.15,85.9,86.16,85.3,63.19,70.02
18년05월05일,,,,,,,
18년05월06일,,,,,,,
18년05월07일,83.92,81.92,88.29,88.52,87.76,64.91,72.08
18년05월08일,83.67,81.6,88.06,88.4,87.57,65.24,72.44
18년05월09일,86.17,83.8,89.49,90.02,89.14,66.69,74.25
18년05월10일,87.08,84.69,89.98,90.47,89.54,67.16,74.89
18년05월11일,87.21,85.01,89.77,90.52,89.49,67.99,74.81
18년05월12일,,,,,,,
18년05월13일,,,,,,,
18년05월14일,86.69,84.48,89.46,90.24,89.18,67.46,74.53
18년05월15일,88.28,85.97,91.0,91.89,90.83,68.84,75.92
18년05월16일,89.0,86.69,90.35,91.35,90.19,68.95,75.52
18년05월17일,92.23,89.4,92.08,93.14,92.04,70.58,76.92
18년05월18일,91.74,89.25,92.77,93.56,92.44,70.81,77.3
18년05월19일,,,,,,,
18년05월20일,,,,,,,
18년05월21일,91.0,88.71,92.48,92.88,91.9,70.6,76.7
18년05월22일,91.93,89.75,92.6,93.24,92.21,71.2,77.89
18년05월23일,90.77,88.59,91.96,92.56,91.47,70.67,77.15
18년05월24일,91.03,88.8,92.46,93.14,92.07,70.84,77.45
18년05월25일,89.75,87.61,91.05,91.7,90.67,69.4,75.96
18년05월26일,,,,,,,
18년05월27일,,,,,,,
18년05월28일,87.03,84.67,88.42,89.36,88.27,67.69,73.66
18년05월29일,,,,,,,
18년05월30일,86.34,83.99,88.7,89.62,88.55,68.16,73.3
18년05월31일,87.73,85.38,90.02,90.92,89.73,70.05,74.06
18년06월01일,87.95,85.43,89.56,90.19,89.36,70.64,73.97
18년06월02일,,,,,,,
18년06월03일,,,,,,,
18년06월04일,86.79,84.27,88.4,89.1,88.4,69.92,73.18
18년06월05일,85.43,82.9,87.6,88.49,87.81,69.29,71.73
18년06월06일,85.41,83.32,87.11,88.21,87.64,69.61,71.35
18년06월07일,84.45,82.25,86.78,87.66,87.04,68.54,70.67
18년06월08일,85.54,83.48,88.43,89.08,88.51,69.75,71.43
18년06월09일,,,,,,,
18년06월10일,,,,,,,
18년06월11일,85.37,83.13,87.98,88.55,87.99,69.51,71.06
18년06월12일,85.25,83.2,88.45,89.04,88.49,69.79,71.48
18년06월13일,83.36,81.59,87.11,87.85,87.31,68.26,70.89
18년06월14일,85.08,83.06,87.93,88.65,88.16,68.78,71.84
18년06월15일,,,,,,,
18년06월16일,,,,,,,
18년06월17일,,,,,,,
18년06월18일,81.17,79.12,84.3,84.74,84.3,66.36,68.39
18년06월19일,81.43,79.36,85.76,86.06,85.69,67.51,69.26
18년06월20일,81.5,79.55,86.44,86.84,86.45,68.73,69.2
18년06월21일,79.78,77.83,84.53,84.74,84.35,67.22,67.78
18년06월22일,80.63,78.67,84.85,85.0,84.74,67.7,68.26
18년06월23일,,,,,,,
18년06월24일,,,,,,,
18년06월25일,81.3,79.74,85.74,85.95,85.54,68.79,69.16
18년06월26일,81.25,79.59,85.35,85.48,85.03,69.08,69.28
18년06월27일,82.07,80.31,86.45,86.57,86.08,70.52,70.2
18년06월28일,83.37,81.61,87.65,87.7,87.1,71.76,71.48
18년06월29일,83.95,82.01,88.32,88.02,87.49,72.09,72.3
18년06월30일,,,,,,,
18년07월01일,,,,,,,
18년07월02일,84.34,82.6,88.68,88.17,87.46,72.44,72.59
18년07월03일,82.97,81.02,87.83,87.21,85.94,71.58,72.3
18년07월04일,83.49,81.57,88.36,87.82,86.38,70.96,73.1
18년07월05일,83.54,81.51,88.85,88.11,86.68,70.88,73.05
18년07월06일,83.43,81.62,89.03,88.26,86.83,71.31,72.55
18년07월07일,,,,,,,
18년07월08일,,,,,,,
18년07월09일,83.89,82.09,89.48,88.59,87.19,71.79,73.15
18년07월10일,85.51,83.84,90.74,89.68,88.28,72.39,74.11
18년07월11일,84.22,82.66,89.42,88.43,87.01,71.34,73.0
18년07월12일,82.09,80.6,86.63,85.82,84.5,69.81,71.39
18년07월13일,80.95,79.24,85.27,84.75,83.39,69.13,70.49
18년07월14일,,,,,,,
18년07월15일,,,,,,,
18년07월16일,82.97,81.3,86.63,86.26,84.96,70.19,71.5
18년07월17일,79.64,77.78,84.12,83.68,82.37,67.39,69.1
18년07월18일,79.3,77.05,83.42,83.06,81.77,66.73,68.4
18년07월19일,80.49,78.24,84.81,84.22,82.9,68.41,69.15
18년07월20일,82.03,79.69,85.92,85.66,84.31,70.06,70.76
18년07월21일,,,,,,,
18년07월22일,,,,,,,
18년07월23일,82.71,80.29,85.93,85.68,84.33,69.71,71.15
18년07월24일,83.18,80.91,86.25,86.08,84.65,69.4,71.79
18년07월25일,84.49,82.14,87.25,87.18,85.69,70.18,72.5
18년07월26일,84.99,82.64,88.21,88.24,86.8,71.0,73.7
18년07월27일,84.77,82.42,88.32,88.32,86.87,71.76,73.83
18년07월28일,,,,,,,
18년07월29일,,,,,,,
18년07월30일,85.03,82.67,88.28,87.97,86.52,71.56,73.84
18년07월31일,85.01,82.82,88.26,88.1,86.69,71.52,74.0
18년08월01일,83.25,81.29,86.64,86.88,85.38,71.33,73.56
18년08월02일,81.99,80.01,85.45,85.66,84.19,69.84,72.4
18년08월03일,82.99,80.73,86.38,86.77,85.4,69.78,72.77
18년08월04일,,,,,,,
18년08월05일,,,,,,,
18년08월06일,83.41,81.17,86.96,87.43,86.19,69.83,72.65
18년08월07일,84.49,82.25,87.69,88.25,87.0,69.8,71.7
18년08월08일,85.97,83.33,88.11,88.88,87.69,70.91,72.39
18년08월09일,,,,,,,
18년08월10일,83.15,80.53,85.39,86.41,85.31,68.66,69.23
18년08월11일,,,,,,,
18년08월12일,,,,,,,
18년08월13일,84.17,81.63,86.29,87.62,86.61,68.77,70.18
18년08월14일,84.45,81.87,86.69,88.09,87.2,68.88,70.63
18년08월15일,86.49,83.72,85.69,87.05,86.15,67.6,70.18
18년08월16일,84.17,81.48,85.01,86.12,85.36,67.02,69.38
18년08월17일,83.5,80.81,85.56,86.84,86.06,67.51,69.3
18년08월18일,,,,,,,
18년08월19일,,,,,,,
18년08월20일,82.99,80.74,86.01,87.13,86.52,67.58,69.5
18년08월21일,83.87,81.4,85.95,87.3,86.76,67.61,70.15
18년08월22일,,,,,,,
18년08월23일,85.42,82.97,87.71,89.31,88.73,68.99,71.43
18년08월24일,86.09,83.61,88.77,90.59,89.99,69.44,71.7
18년08월25일,,,,,,,
18년08월26일,,,,,,,
18년08월27일,86.05,83.9,88.69,90.81,90.18,68.83,71.73
18년08월28일,86.95,84.38,89.65,91.7,91.07,69.42,72.59
18년08월29일,85.77,83.62,89.2,90.93,90.42,69.21,72.64
18년08월30일,87.75,85.55,90.49,92.44,91.93,70.56,74.09
18년08월31일,88.27,86.11,90.32,92.39,91.77,70.15,74.14
18년09월01일,,,,,,,
18년09월02일,,,,,,,
18년09월03일,88.68,86.52,91.28,93.5,92.88,69.58,74.42
18년09월04일,89.57,87.46,92.58,94.89,94.24,70.13,75.72
18년09월05일,88.0,85.9,90.94,92.82,92.12,68.18,74.07
18년09월06일,87.51,85.6,90.36,92.32,91.55,67.71,73.22
18년09월07일,86.88,85.09,89.65,91.46,90.79,68.17,72.62
18년09월08일,,,,,,,
18년09월09일,,,,,,,
18년09월10일,87.64,85.92,90.68,92.51,91.84,69.19,73.94
18년09월11일,88.25,86.53,90.62,92.56,91.73,69.69,73.73
18년09월12일,89.67,87.97,91.44,93.52,92.57,70.13,74.49
18년09월13일,89.29,87.55,91.11,93.24,92.25,70.16,74.43
18년09월14일,88.94,87.11,90.56,92.37,91.38,69.51,74.02
18년09월15일,,,,,,,
18년09월16일,,,,,,,
18년09월17일,89.45,86.99,90.55,92.19,91.17,69.85,74.23
18년09월18일,88.83,86.37,89.82,91.49,90.39,69.22,74.22
18년09월19일,90.04,87.58,91.23,93.2,92.05,70.32,75.19
18년09월20일,90.19,88.09,91.97,94.11,92.97,71.33,75.59
18년09월21일,89.95,87.9,91.67,93.92,92.76,71.49,75.49
18년09월22일,,,,,,,
18년09월23일,,,,,,,
18년09월24일,91.19,89.15,92.36,94.85,93.87,72.39,76.37
18년09월25일,91.59,89.68,93.64,96.09,95.17,73.64,77.22
18년09월26일,91.19,89.28,94.21,96.66,95.65,73.95,77.98
18년09월27일,91.82,89.88,94.36,97.13,96.19,74.54,78.35
18년09월28일,91.86,89.54,93.95,96.66,95.71,74.52,78.27
18년09월29일,,,,,,,
18년09월30일,,,,,,,
18년10월01일,92.86,90.87,94.94,98.25,97.32,75.31,79.84
18년10월02일,94.43,92.44,97.14,100.75,100.0,77.36,81.34
18년10월03일,94.17,92.27,97.51,100.85,100.1,78.08,81.3
18년10월04일,93.74,91.84,98.78,100.9,100.08,79.77,80.4
18년10월05일,93.41,90.97,97.5,99.47,98.61,78.47,79.4
18년10월06일,,,,,,,
18년10월07일,,,,,,,
18년10월08일,92.24,89.79,96.28,98.07,97.06,77.29,77.95
18년10월09일,93.47,91.05,97.88,99.81,98.82,79.59,78.6
18년10월10일,93.44,91.27,98.16,100.08,99.04,79.16,77.89
18년10월11일,90.5,88.33,96.15,98.11,97.02,76.57,75.82
