brand,facility_type_raw,name,address,lon,lat,facility_type,source_path,geocode_source,geocode_status,facility_id,coord_valid
sk,대리점,(주)진양가스,서울시 강남구 도곡동 552-5,127.0359512660034,37.49058513705993,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000056,True
sk,대리점,(주)청담산업,경기도 파주시 교하읍 문발리 280-10 202호,,,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,Naver 결과 없음,F000057,False
sk,대리점,(주)태종에너지 영도충전소,부산광역시 영도구 영선동 4가 7-1,129.04019060530393,35.084897037649675,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000058,True
sk,대리점,(주)한스글로벌,대전광역시 서구 정림동 8-28,127.36965587550992,36.30638716032289,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000059,True
sk,대리점,(주)한유에너지 공항가스,경기도 부천시 오정구 고강동 218-6,126.81695643874208,37.53431965525977,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000060,True
sk,대리점,(주)한유에너지 수지충전소,경기도 용인시 기흥구 보정동 474-9,127.10289214222888,37.32118196024253,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000061,True
sk,대리점,(주)한진가스,경기도 용인시 처인구 삼가동 250-7,127.17292899294593,37.23951343744866,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000062,True
sk,대리점,(주)홍릉가스,서울시 동대문구 청량리동 205-776,127.0410321786594,37.59105244943876,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000063,True
sk,대리점,(주)희망가스,경기도 수원시 팔달구 우만동 241,127.0348993,37.2933153,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,ok,F000064,True
sk,대리점,(합)대신에너지 연산충전소,충남 논산시 연산면 청동리 259-28,127.19947953510857,36.207793321408666,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000065,True
sk,대리점,(합)한성가스,인천광역시 남동구 간석동 617-8,126.69066407136636,37.46632649654978,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000066,True
sk,대리점,39아산주유소,충남 아산시염치읍 서원리 293-3,126.96735971342036,36.8295644709511,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000067,True
