p,q,aic,bic,stable,intl_block_p,lb_pvalue,lb_lag,n_obs,train_lb_pass,train_intl_pass
12,17,-4264.948935554137,-4030.018982368359,True,6.915961956362432e-11,0.013003788501545266,17,1095,False,True
8,18,-4249.7959491590445,-4029.861524900018,True,1.0932785507438369e-13,2.9404055407830553e-06,14,1095,False,True
12,2,-4189.808200647197,-4029.8558920951778,True,6.854697551945935e-08,0.075324889236909,17,1095,True,True
19,11,-4269.347198390419,-4029.4187355623903,True,6.858083661178704e-11,0.2333227777272482,24,1095,True,True
14,3,-4204.183084610642,-4029.2352471318713,True,2.6189687652297046e-07,0.15885691257679493,19,1095,True,True
18,10,-4259.10484865148,-4029.1734051079525,True,9.522628860826047e-09,0.13206369274595572,23,1095,True,True
10,20,-4269.047570457178,-4029.1191076291493,True,1.350428004109984e-13,0.021190914370018365,15,1095,False,True
19,9,-4258.100938013823,-4028.1694944702954,True,6.8371076783714635e-09,0.14943833074105167,24,1095,True,True
20,8,-4257.6179855762375,-4027.68654203271,True,4.369183934582347e-09,0.08959317779117532,25,1095,True,True
16,16,-4277.031213535034,-4027.105731422504,True,2.1551008805127614e-12,0.38582610387797894,21,1095,True,True
17,15,-4277.023566316892,-4027.0980842043623,True,1.028230952353017e-12,0.3901824586609299,22,1095,True,True
11,6,-4202.015347038043,-4027.067509559272,True,4.394598388322244e-06,0.022711521714453103,16,1095,False,True
14,2,-4196.702767440737,-4026.753439604217,True,2.639961363251313e-07,0.23638101798746067,19,1095,True,True
9,6,-4191.688651702989,-4026.737833508719,True,2.6246820681665917e-06,0.0005920111127208782,14,1095,False,True
13,4,-4201.580444911056,-4026.6326074322847,True,6.669432389191881e-07,0.016215856070342257,18,1095,False,True
12,5,-4201.113276409472,-4026.165438930701,True,1.988932013396716e-06,0.018601274745985805,17,1095,False,True
15,4,-4210.759665792491,-4025.8148090292193,True,2.4516340888385808e-06,0.07579251157058638,20,1095,True,True
18,14,-4275.730566436361,-4025.805084323831,True,3.3310827709134604e-13,0.30708997504842844,23,1095,True,True
14,18,-4275.49735171954,-4025.5718696070103,True,7.9268896345417e-13,0.20092377835627268,19,1095,True,True
10,1,-4170.4355438327475,-4025.4787642074803,True,0.0010720581010818257,0.10996111149979304,15,1095,True,True
15,17,-4275.172484262469,-4025.247002149939,True,7.785751715482656e-12,0.30274237087169675,20,1095,True,True
18,13,-4270.151937760981,-4025.2249652907017,True,2.7072457583844342e-11,0.28081028298530053,23,1095,True,True
13,3,-4195.104457092329,-4025.1551292558083,True,8.741380487141177e-08,0.05054285411677692,18,1095,True,True
12,18,-4264.526278694108,-4024.5978158660796,True,6.285472036778458e-13,0.01120993934559273,17,1095,False,True
14,5,-4209.504290318215,-4024.5594335549426,True,4.870226420892003e-06,0.08987309107239183,19,1095,True,True
11,19,-4264.478471282547,-4024.550008454518,True,1.116849399990324e-12,0.011881700813226247,16,1095,False,True
13,17,-4264.1487099670185,-4024.2202471389896,True,1.8730879077382765e-11,0.006021079282656662,18,1095,False,True
17,7,-4234.0226307643725,-4024.0852257898473,True,7.712502684395316e-06,0.05560945863422753,22,1095,True,True
9,21,-4263.755865256913,-4023.8274024288844,True,2.0816773957586353e-13,0.0027777592016898977,14,1095,False,True
