date,dom_chg,dom_level,prev_dom_level,fitted_chg,fitted_level,err_chg,err_level
2017-12-09,2.788214941454825,580.79,564.82,3.2093547462858,583.2410955192283,-0.4211398048309749,-2.4510955192283745
2017-12-16,-1.0280108531757648,574.85,580.79,-2.1759160516970706,568.2889960633186,1.1479051985213058,6.561003936681459
2017-12-23,-1.3167992192458122,567.33,574.85,0.1814922520098607,575.8942555454886,-1.498291471255673,-8.56425554548855
2017-12-30,-1.282580579150494,560.1,567.33,-2.4507263410153146,553.5952818498861,1.1681457618648206,6.504718150113945
2018-01-06,1.8573099563613304,570.6,560.1,1.6161233494184388,569.2254475053708,0.24118660694289162,1.3745524946292562
2018-01-13,1.9592987652211846,581.89,570.6,1.4817017929913572,579.1175368482886,0.47759697222982744,2.7724631517113494
2018-01-20,0.6833564018494442,585.88,581.89,-0.8308451733444923,577.0754235547994,1.5142015751939364,8.80457644520061
2018-01-27,-2.457058139375512,571.66,585.88,-0.7292683206929635,581.6229044544787,-1.7277898186825484,-9.96290445447869
2018-02-03,2.5167794983611103,586.23,571.66,1.0671546207701277,577.7931630670519,1.4496248775909826,8.436836932948154
2018-02-10,0.6952558710149326,590.32,586.23,3.115057771923572,604.7788063007638,-2.4198019009086393,-14.45880630076374
2018-02-17,-1.379920408184443,582.23,590.32,-2.8456751959626443,573.7581756605241,1.4657547877782013,8.471824339475916
2018-02-24,-1.9021111142611957,571.26,582.23,-3.2723139227058198,563.4859611141196,1.370202808444624,7.774038885880373
2018-03-03,-4.614164225252981,545.5,571.26,-0.7571046619287566,566.9512951922451,-3.8570595633242246,-21.451295192245084
2018-03-10,5.1274962413838665,574.2,545.5,4.0490116682217705,568.040615289066,1.078484573162096,6.159384710934091
2018-03-17,-2.2276950277919205,561.55,574.2,-0.9703086304496108,568.655431061068,-1.2573863973423096,-7.105431061068089
2018-03-24,0.024927887312653496,561.69,561.55,0.5014991901478703,564.3732420532156,-0.47657130283521676,-2.6832420532155083
2018-03-31,-2.166838425729889,549.65,561.69,-0.017467336526750254,561.5918962857653,-2.1493710892031386,-11.941896285765324
2018-04-07,5.861383660621833,582.83,549.65,4.238753359488525,573.4491379958989,1.6226303011333076,9.380862004101118
2018-04-14,0.6174812438973554,586.44,582.83,-0.3486038815462969,580.8017692966631,0.9660851254436522,5.638230703336944
2018-04-21,0.5492697316882733,589.67,586.44,1.873829288697744,597.5324870486018,-1.3245595570094706,-7.862487048601793
2018-04-28,0.8107193897020082,594.47,589.67,-0.1369323665840408,588.8631034912872,0.9476517562860489,5.6068965087127935
2018-05-05,-1.4162767012313004,586.11,594.47,1.0568801346509322,600.7861536304331,-2.4731568358822327,-14.676153630433078
2018-05-12,6.502785729728355,625.49,586.11,4.215313696743682,611.3444952147333,2.287472032984673,14.145504785266667
2018-05-19,0.8532773804812877,630.85,625.49,0.8040802775523448,630.5397164077001,0.04919710292894286,0.31028359229992475
2018-05-26,4.222799620476447,658.06,630.85,2.1709167014784736,644.6949656037496,2.0518829189979737,13.365034396250394
2018-06-02,-3.988470280679124,632.33,658.06,-4.4733958004963865,629.2710931647258,0.4849255198172626,3.058906835274229
2018-06-09,2.2115383651206244,646.47,632.33,2.872027650229599,650.75399717865,-0.6604892851089748,-4.283997178649997
2018-06-16,-2.6457979546255395,629.59,646.47,-2.639261619727192,629.6311534558355,-0.0065363348983473735,-0.04115345583545604
2018-06-23,-0.1223766651721192,628.82,629.59,-0.04431337745148298,629.3110692132938,-0.07806328772063623,-0.4910692132937129
2018-06-30,-5.491396212007338,595.22,628.82,-3.6018291818704458,606.5740139046867,-1.889567030136892,-11.354013904686667
2018-07-07,6.385891960788825,634.47,595.22,4.146963253740516,620.4225124537197,2.2389287070483093,14.047487546280308
2018-07-14,1.633627338277055,644.92,634.47,1.8033070071873185,646.0152270467752,-0.16967966891026354,-1.0952270467752214
2018-07-21,0.6368069991270708,649.04,644.92,-1.0610743082816008,638.1130965871246,1.6978813074086716,10.92690341287539
2018-07-28,-2.0515934764087973,635.86,649.04,-1.8369732302734016,637.2261497897022,-0.21462024613539565,-1.366149789702149
2018-08-04,-1.10856588295567,628.85,635.86,-0.8263607549201241,630.6271533772002,-0.28220512803554587,-1.777153377200193
2018-08-11,3.889344448266474,653.79,628.85,3.918829656386094,653.9827997644743,-0.029485208119619966,-0.19279976447433
2018-08-18,0.389274838392506,656.34,653.79,-0.9434551120480571,647.6507907028213,1.3327299504405632,8.689209297178763
2018-08-25,0.06092545958704676,656.74,656.34,0.6178791167069758,660.4079423357133,-0.5569536571199291,-3.667942335713292
2018-09-01,-3.399396642051933,634.79,656.74,-3.7838303608017796,632.3543379495519,0.3844337187498468,2.435662050448059
2018-09-08,5.911951850971864,673.45,634.79,5.5232931385798,670.8376577377026,0.38865871239206395,2.6123422622974886
2018-09-15,2.3552943188532183,689.5,673.45,-0.22561006389687502,671.9323416633968,2.5809043827500933,17.567658336603245
2018-09-22,-0.4243945675677985,686.58,689.5,1.2224383227808002,697.9804407078063,-1.6468328903485987,-11.400440707806297
2018-09-29,-1.7084137502842545,674.95,686.58,-3.5107067594137713,662.8943883871176,1.8022930091295168,12.055611612882444
2018-10-06,0.986304518435599,681.64,674.95,2.8992409896391194,694.804856380128,-1.9129364712035204,-13.164856380127958
2018-10-13,4.959741438121323,716.3,681.64,3.061396780120957,702.8304113252138,1.8983446580003664,13.46958867478611
2018-10-20,-0.3636367643383487,713.7,716.3,-1.4820909359548953,705.7620664007123,1.1184541716165466,7.937933599287703
2018-10-27,-3.2554457501302814,690.84,713.7,-5.53398755758987,675.2769009619338,2.2785418074595887,15.563099038066184
2019-12-21,0.6051089503237961,621.6,617.85,-0.5614155416093312,614.3910128072466,1.1665244919331272,7.208987192753398
2019-12-28,-1.736351939771641,610.9,621.6,-0.23894006325183226,620.1165215847524,-1.4974118765198088,-9.2165215847524
2020-01-04,-0.9374297741520543,605.2,610.9,-0.26257542594292044,609.2980308320072,-0.6748543482091338,-4.098030832007112
2020-01-11,4.103347248768241,630.55,605.2,1.5801969088548995,614.8393111619439,2.5231503399133413,15.710688838056058
2020-01-18,-2.7558900278810583,613.41,630.55,-3.046913995601999,611.6274249979781,0.29102396772094075,1.782575002021872
2020-01-25,-2.2253910158051227,599.91,613.41,-2.281753246927356,599.571972608113,0.056362231122233375,0.3380273918869534
2020-02-01,-7.231316048259107,558.06,599.91,-5.1919590942660285,569.5576762623452,-2.039356953993078,-11.497676262345294
2020-02-08,1.6791886863251726,567.51,558.06,1.8983302105267552,568.7550137367922,-0.21914152420158262,-1.2450137367922025
