p,q,aic,bic,stable,intl_block_p,lb_pvalue,lb_lag,n_obs,train_lb_pass,train_intl_pass
1,1,729.5263772325518,775.2742173412948,True,1.546472900124168e-17,3.2875344464101877e-35,8,156,False,True
24,50,509.97322684094803,775.3106994716577,True,6.640099268261847e-47,8.408011557052456e-07,29,156,False,True
23,51,510.04795368194453,775.3854263126543,True,1.6719581061224892e-46,2.234914679697422e-06,28,156,False,True
6,54,552.7554456071966,775.3949341364129,True,2.2051591011950102e-57,0.022248487212250465,11,156,False,True
60,17,500.90798009590014,775.3950207483585,False,5.0047195595790743e-36,,31,156,False,True
32,38,522.3085269624826,775.4465755641943,True,2.0944401893851498e-42,,31,156,False,True
2,16,680.9012826603531,775.4468188850888,True,1.6886555880500014e-43,1.6661694106548223e-19,8,156,False,True
28,44,516.2214025614818,775.4591631776925,True,9.411411679566492e-45,3.6643995476038815e-05,31,156,False,True
36,35,519.3622455060288,775.55015011499,True,2.187144442068859e-42,,31,156,False,True
47,28,507.3406321442796,775.7279607822388,True,5.303957350732689e-41,,31,156,False,True
41,31,516.5168034430351,775.7545640592457,True,3.2006044466348584e-44,,31,156,False,True
12,56,528.7303526001115,775.7686891873241,True,1.4136971176317764e-52,0.03605543008806474,17,156,False,True
58,20,498.2430055325044,775.7799021922123,False,8.020744460405288e-38,,31,156,False,True
4,57,550.2686384826036,775.9579830190694,True,3.0734636569426476e-57,0.09951650002303818,9,156,True,True
59,18,501.48068104030244,775.9677216927607,False,2.2342103819618597e-36,,31,156,False,True
42,30,516.7440134789551,775.9817740951657,True,9.113198062011761e-44,,31,156,False,True
50,27,501.5298526006915,776.0168932531499,True,1.1378925779750967e-39,,31,156,False,True
16,56,516.8088127045102,776.0465733207209,True,2.71786278664664e-54,0.00232898956163244,21,156,False,True
37,34,519.90106788186,776.0889724908211,True,4.793110191385542e-41,,31,156,False,True
1,2,727.3491180886697,776.1468142046623,True,1.8709524027125205e-18,5.806236173301117e-43,8,156,False,True
3,51,571.8659730227948,776.2063255085138,True,2.7314959754759613e-61,0.0023780906206825035,8,156,False,True
5,56,550.6457673977593,776.3351119342251,True,1.3145688111695253e-57,0.10468714090709712,10,156,True,True
18,54,517.1004501209793,776.3382107371899,True,6.2695412824116755e-52,0.0007177232704912788,23,156,False,True
43,30,514.1650451658229,776.4526617892832,True,3.210124486045636e-41,,31,156,False,True
6,55,550.7827498695356,776.4720944060014,True,1.260575901043058e-56,0.0325806597387821,11,156,False,True
15,57,517.237654114308,776.4754147305188,True,4.2256577152650263e-54,0.0016293230258874732,20,156,False,True
44,29,514.1979386852325,776.4855553086927,True,4.0052893112964446e-42,,31,156,False,True
56,2,560.1316471070786,776.6714236217958,False,8.12604391398e-40,,31,156,False,True
38,34,517.455032829814,776.6927934460246,True,3.8955392152382873e-44,,31,156,False,True
58,19,502.3251194429167,776.812160095375,False,7.401592941747491e-37,,31,156,False,True
39,33,517.7000968991681,776.9378575153787,True,4.642488369791195e-44,,31,156,False,True
54,25,496.365784589364,776.9525372563214,False,4.388588939890629e-37,,31,156,False,True
40,32,517.7593423496774,776.9971029658881,True,3.747407856135306e-44,,31,156,False,True
14,56,523.944024778861,777.0820733805726,True,2.3707971990671058e-52,0.002147182975698264,19,156,False,True
52,27,496.5018461534807,777.0885988204382,False,5.0781185692214385e-39,,31,156,False,True
22,52,511.76805224049457,777.1055248712044,True,6.162066433907412e-48,0.00027430650129619524,27,156,False,True
44,1,600.2248998698742,777.1165482903473,True,6.98901644992581e-27,,31,156,False,True
27,45,517.9023771551479,777.1401377713585,True,3.779430590122838e-44,0.00015395495732294564,31,156,False,True
57,21,499.6282144400571,777.165111099765,False,5.568322944398945e-37,,31,156,False,True
56,23,496.7510488407182,777.3378015076756,False,3.539278475977497e-37,,31,156,False,True
21,53,512.0376221295769,777.3750947602866,True,3.6561229124461004e-48,0.0005959752110165773,26,156,False,True
56,22,499.87530727903675,777.4122039387446,False,6.947071904488483e-38,,31,156,False,True
55,24,496.8317330029084,777.4184856698657,False,3.4603586730462085e-37,,31,156,False,True
34,36,524.3352999180995,777.4733485198111,True,1.1220371312569919e-40,,31,156,False,True
45,29,512.1458784014571,777.4833510321669,True,2.8568508407993815e-39,,31,156,False,True
27,48,509.1211542819936,777.5084829199529,True,8.5542597443117815e-47,1.934524875900254e-06,31,156,False,True
46,28,512.1806515343532,777.5181241650629,True,7.284382741656509e-38,,31,156,False,True
11,56,533.6295022580706,777.6179828380336,True,4.592557271479444e-50,0.011982305515244972,16,156,False,True
53,26,497.0463633519324,777.6331160188898,False,3.0038638540034643e-37,,31,156,False,True
27,46,515.5909866622869,777.878603285747,True,1.8550186619115985e-44,2.1288195993153568e-05,31,156,False,True
49,28,503.4042328972903,777.8912735497486,False,5.4817680796072166e-40,,31,156,False,True
48,29,503.50499958036994,777.9920402328282,False,9.676620782070176e-41,,31,156,False,True
17,56,515.8436079434907,778.1312245669508,True,7.2620179342458425e-53,0.00387584986964615,22,156,False,True
9,58,534.1948210087473,778.1833015887103,True,8.471768885354591e-54,0.01937138869782943,14,156,False,True
32,40,518.9585247351663,778.196285351377,True,4.713510037832033e-43,,31,156,False,True
33,37,525.0617295504269,778.1997781521385,True,4.0504989378664517e-41,,31,156,False,True
8,58,537.3166924627417,778.2553170354552,True,7.059333804654157e-65,0.09222818785169913,13,156,True,True
31,41,519.0497904494122,778.2875510656229,True,3.166610305738528e-43,,31,156,False,True
13,57,525.328109295023,778.4661578967346,True,8.798483835800613e-51,0.006591622759408104,18,156,False,True
10,57,534.494473973931,778.4829545538939,True,1.0022991595633833e-49,0.022177309002820823,15,156,False,True
25,50,510.1451678159142,778.5324964538735,True,4.596833722166844e-47,1.0479068629173238e-06,30,156,False,True
29,43,519.4136480494745,778.6514086656853,True,3.104517276704921e-45,0.00033769259752496294,31,156,False,True
36,36,519.5167217623168,778.7544823785274,True,4.983402396936892e-43,,31,156,False,True
30,42,519.5255993406718,778.7633599568824,True,1.2162127756584069e-44,7.054737230889458e-05,31,156,False,True
19,54,516.7197323405541,779.0073489640142,True,9.610963492067048e-52,0.00011457311005929926,24,156,False,True
26,49,510.735944953788,779.1232735917473,True,2.3000600805084246e-47,2.3566889010402727e-06,31,156,False,True
28,48,507.79992574354605,779.2371103887549,True,2.1068322220954747e-48,8.848418498193168e-08,31,156,False,True
26,47,516.9542849936063,779.2419016170664,True,1.7152113472691726e-45,4.3396324123814196e-05,31,156,False,True
18,55,516.9785714174816,779.2661880409419,True,2.5232253448299962e-51,0.001273994191465645,23,156,False,True
20,54,513.9339032039353,779.271375834645,True,9.017482353038336e-50,0.00026727846373570074,25,156,False,True
40,33,516.9900053874757,779.2776220109358,True,9.30700178499907e-45,,31,156,False,True
