week_end,actual_refinery_pre,source_date_in_csv,intl_w,is_excluded,intl_w_irf,intl_w_irf_up,intl_w_irf_down,intl_w_diff,intl_w_up,intl_w_down,intl_w_vol4,intl_w_vol8,trend,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12
2013-03-30,938.59,2013-03-28,862.6907788312772,0,783.9218882221838,0.34721968240499523,3.6905074489572365,-2.867318963573325,0.0,2.867318963573325,10.363245171837828,20.029617445802767,0.04380561259411362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-06,939.9,2013-04-07,868.3391142648427,0,792.8661419444024,2.551645379444456,2.264101512691145,5.648335433565535,5.648335433565535,-0.0,4.541773896872577,13.964469265728617,0.04654346338124572,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-13,973.48,2013-04-14,859.3904405408465,0,793.9356751672933,4.26906991713249,3.1995366942415737,-8.948673723996194,0.0,8.948673723996194,6.142774151339467,11.311062521661588,0.049281314168377825,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-20,943.07,2013-04-21,813.2889598055147,0,810.8920955050971,3.2697334965505203,16.372748525428822,-46.10148073533185,0.0,46.10148073533185,22.82202738642789,17.195967196751365,0.05201916495550993,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-27,898.92,2013-04-28,815.7706585576525,0,793.7523247026237,2.6217132752679877,19.7614840777413,2.481698752137845,2.481698752137845,-0.0,23.756496568674265,17.087378179573584,0.05475701574264202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-04,888.96,2013-05-07,809.9963355187218,0,799.1775485827194,2.712399493488909,5.553593409766845,-5.774323038930675,0.0,5.774323038930675,21.55579554480494,16.21594895213008,0.057494866529774126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-11,923.9,2013-05-14,813.6276948689232,0,797.490948077415,3.061374311300075,4.747974816604442,3.6313593502013646,3.6313593502013646,-0.0,23.483878932269487,16.5570610902875,0.06023271731690623,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-18,932.61,2013-05-21,827.6637508471015,0,832.3190030959263,6.757413689058239,3.8873507087455463,14.036055978178297,14.036055978178297,-0.0,8.124871671495619,18.188505321062543,0.06297056810403832,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-25,939.07,2013-05-28,830.3848119422856,0,837.7259769894443,7.281479998569427,1.8745061050513956,2.7210610951841545,2.7210610951841545,-0.0,8.11482693196233,18.376899281398178,0.06570841889117043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,901.63,2013-05-31,831.0389082337352,0,837.9971467977579,2.487560008802135,2.2163902004885943,0.6540962914496049,0.6540962914496049,-0.0,5.981420872958901,18.083312769404206,0.06844626967830253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-08,937.01,2013-06-07,829.7111570349733,0,839.3870303122978,1.458236775796529,2.0263427196632016,-1.3277511987619164,0.0,1.3277511987619164,6.878380800229303,18.025906969088318,0.07118412046543464,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-15,947.28,2013-06-14,849.0942251777715,0,844.6506528654648,7.105158402382134,1.841535849215237,19.38306814279815,19.38306814279815,-0.0,9.495296411153724,8.235336875547816,0.07392197125256673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-22,962.32,2013-06-21,866.9995822505078,0,857.7417228758335,14.073951452127103,0.9828814417583494,17.905357072736365,17.905357072736365,-0.0,11.005083015798965,9.421784772447754,0.07665982203969883,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-29,933.5,2013-06-28,869.8301103137961,0,863.8419722637889,9.906691076795042,3.806441688839743,2.830528063288284,2.830528063288284,-0.0,10.486350098888755,8.251402761349354,0.07939767282683094,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-06,935.53,2013-07-07,875.7239864816736,0,867.00646590214,4.851004169059157,1.6865105307079538,5.893876167877465,5.893876167877465,-0.0,8.361811795440449,8.138681316786759,0.08213552361396304,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-13,978.38,2013-07-14,889.8957118810813,0,873.2503166381806,8.246086920791653,2.002236184751187,14.171725399407705,14.171725399407705,-0.0,7.02374422459635,8.153749581347565,0.08487337440109514,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-20,989.25,2013-07-21,887.9967308506814,0,878.4238150697828,7.961318801335591,2.7878203697334403,-1.8989810303999093,0.0,1.8989810303999093,6.757058847726818,8.707942621093316,0.08761122518822724,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-27,975.01,2013-07-28,883.0078389462645,0,876.9204170839205,2.6032585676909874,4.106656553553149,-4.988891904416846,0.0,4.988891904416846,8.576277659694428,9.506046823201006,0.09034907597535935,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-03,935.74,2013-07-31,879.9711919869405,0,873.8289948423644,0.8880933053913599,3.979515546947444,-3.0366469593240026,0.0,3.0366469593240026,8.83260075494134,9.723683279923344,0.09308692676249145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-10,964.36,2013-08-07,881.0725019110672,0,872.0647706673429,1.1183896615848525,2.882613836606347,1.1013099241266673,1.1013099241266673,-0.0,2.547352949539765,8.240078752537714,0.09582477754962354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-17,966.04,2013-08-14,882.3029209837902,0,871.8768974046842,1.4949788979093686,1.6828521605682252,1.2304190727229525,1.2304190727229525,-0.0,3.094738229799658,6.032728060151827,0.09856262833675565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-24,973.85,2013-08-21,886.8270318140478,0,875.0563680553037,3.7323868830178353,0.5529162323982278,4.524110830257655,4.524110830257655,-0.0,3.0967219045949514,6.0988810344788105,0.10130047912388775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-31,925.36,2013-08-28,896.4491654612226,0,879.1762548115948,6.110391715853437,1.990504959562247,9.622133647174792,9.622133647174792,-0.0,3.995787236463836,6.5535422901862646,0.10403832991101986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-09-07,971.01,2013-09-07,888.596168686536,0,881.6957435531949,4.942902009906587,2.423413268306574,-7.8529967746866305,0.0,7.8529967746866305,7.35039984692972,5.541463219536378,0.10677618069815195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-09-14,989.7,2013-09-14,870.1560024821558,0,874.8600630136413,1.9647025147638213,8.800383054317443,-18.440166204380148,0.0,18.440166204380148,12.62108573572566,8.550797422797466,0.10951403148528405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-09-21,962.68,2013-09-21,855.6596743255961,0,865.2077068163863,2.3792286756217695,12.03158487287674,-14.496328156559684,0.0,14.496328156559684,12.404128757956954,9.586922853731455,0.11225188227241616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
